language_id:uuid,title:text,code:text
87f347f2f626453c987782d74eeb43ce,Русский,ru
5d732499407d49d1a8f4fff5bdc13c7a,English,en
ee7f2eb8f0ed4a4b9687e2135400ca2b,Deutsche,de
0cb861c23ecd4244bb25990b97d392e5,Français,fr
4a79f4f09cd4402db10fd8d3335fa5a8,Español,es
2beae441e09348c9ae64cf5ef7ed9698,Italiana,it
